06/03-23:44:42.054760 ,100002,"HTTP attempt",TCP,192.168.4.16,52734,169.237.6.105,80
06/03-23:44:42.055140 ,100002,"HTTP attempt",TCP,192.168.4.16,52735,169.237.6.105,80
06/03-23:44:42.055390 ,100002,"HTTP attempt",TCP,192.168.4.16,52736,169.237.6.105,80
06/03-23:44:42.055547 ,100002,"HTTP attempt",TCP,192.168.4.16,52737,169.237.6.105,80
06/03-23:44:42.093239 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.093575 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.121266 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.122691 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.127683 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.168722 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.171392 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.173717 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.174053 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.175948 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.177183 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.197456 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.197920 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.201608 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.201893 ,100002,"HTTP attempt",TCP,192.168.4.16,52738,153.18.96.239,80
06/03-23:44:42.233893 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.234200 ,100002,"HTTP attempt",TCP,192.168.4.16,52740,153.18.96.239,80
06/03-23:44:42.234392 ,100002,"HTTP attempt",TCP,192.168.4.16,52741,153.18.96.239,80
06/03-23:44:42.234879 ,100002,"HTTP attempt",TCP,192.168.4.16,52742,153.18.96.239,80
06/03-23:44:42.235071 ,100002,"HTTP attempt",TCP,192.168.4.16,52743,153.18.96.239,80
06/03-23:44:42.264981 ,100002,"HTTP attempt",TCP,192.168.4.16,52740,153.18.96.239,80
06/03-23:44:42.266138 ,100002,"HTTP attempt",TCP,192.168.4.16,52740,153.18.96.239,80
06/03-23:44:42.267021 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.273481 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.275774 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.276563 ,100002,"HTTP attempt",TCP,192.168.4.16,52742,153.18.96.239,80
06/03-23:44:42.277181 ,100002,"HTTP attempt",TCP,192.168.4.16,52742,153.18.96.239,80
06/03-23:44:42.277239 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.279539 ,100002,"HTTP attempt",TCP,192.168.4.16,52741,153.18.96.239,80
06/03-23:44:42.280518 ,100002,"HTTP attempt",TCP,192.168.4.16,52741,153.18.96.239,80
06/03-23:44:42.280756 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.282964 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.283236 ,100002,"HTTP attempt",TCP,192.168.4.16,52743,153.18.96.239,80
06/03-23:44:42.284030 ,100002,"HTTP attempt",TCP,192.168.4.16,52743,153.18.96.239,80
06/03-23:44:42.295013 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.299355 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.301804 ,100002,"HTTP attempt",TCP,192.168.4.16,52739,153.18.96.239,80
06/03-23:44:42.302259 ,100002,"HTTP attempt",TCP,192.168.4.16,52740,153.18.96.239,80
